Product,Price,Payment_Type,Name,City,State,Country
TV,1200,Mastercard,Malahat,Minneapolis                 ,MN,United States
TV,1200,Amex,Michaela,Mafra,Santa Catarina,Brazil
TV,1200,Amex,Amy,Ashford,England,United Kingdom
TV,1200,Mastercard,Brandi,Edmonton,Alberta,Canada
TV,1200,Visa,erin,London,England,United Kingdom
TV,1200,Diners,Tracy,Lucca,Tuscany,Italy
TV,1200,Visa,Polyxene,Perth,Western Australia,Australia
Laptop,3600,Mastercard,Jean,Arlington                   ,VA,United States
TV,1200,Diners,Andrea,Calgary,Alberta,Canada
TV,1200,Mastercard,Jessica,Chiefland                   ,FL,United States
TV,1200,Mastercard,David,Stavenger,Rogaland,Norway
Laptop,3600,Mastercard,Caroline,Begnins,Vaud,Switzerland
TV,1200,Visa,Riche Lou,Newton                      ,MA,United States
TV,1200,Mastercard,Chris,Den Haag,Zuid-Holland,Netherlands
Laptop,3600,Visa,Karen,Berikon,Aargau,Switzerland
TV,1200,Diners,melanie,Santa Barbaraa,Heredia,Costa Rica
TV,1200,Visa,beatrice,Churra,Murcia,Spain
TV,1200,Mastercard,lorna,Castle Rock                 ,CO,United States
TV,1200,Amex,Tary,Zug,Zug,Switzerland
TV,1200,Visa,Julie ,Ashford,England,United Kingdom
TV,1200,Amex,Julie ,Rockville                   ,MD,United States
TV,1200,Mastercard,Jerome,Madrid,Madrid,Spain
TV,1200,Visa,Laleh,Aasgaardstrand,Vestfold,Norway
TV,1200,Visa,Michael,Milano,Lombardy,Italy
TV,1200,Visa,Kerry,Anieres,Geneve,Switzerland
Mobile,7500,Mastercard,Anita,Fresno                      ,TX,United States
TV,1200,Mastercard,Veronique,Fresno                      ,TX,United States
TV,1200,Visa,Sarah,Warwick,Quebec,Canada
TV,1200,Diners,Simone,Watford,England,United Kingdom
TV,1200,Visa,Jackie,Waterford,Waterford,Ireland
TV,1200,Visa,giovanna,Pruszkow,Mazowieckie,Poland
TV,1200,Visa,Elizabeth,Hamilton,Hamilton,Bermuda
Laptop,3600,Visa,Lisa,Ottawa,Ontario,Canada
TV,1200,Mastercard,Maki,Montgomery                  ,TX,United States
TV,1200,Amex,Anjan,Tokyo,Tokyo,Japan
TV,1200,Mastercard,Sarah,Manteno                     ,IL,United States
TV,1200,Mastercard,Niamh,Benoni,Gauteng,South Africa
Laptop,3600,Diners,elizabeth r,Winter Haven                ,FL,United States
TV,1200,Visa,Elaine,Tranby,Buskerud,Norway
TV,1200,Diners,Elizabeth,Cork,Cork,Ireland
TV,1200,Visa,Sara,Fort Lauderdale             ,FL,United States
Laptop,3600,Amex,Tulin,Cranberry Twp               ,PA,United States
TV,1200,Visa,Kenneth,Arlington                   ,VA,United States
TV,1200,Mastercard,Fiona,Lake Ronkonkoma,NY,United States
TV,1200,Visa,Christian,Alexandria                  ,VA,United States
Mobile,7500,Diners,Michel,Lipari,Sicilia,Italy
Mobile,7500,Diners,natalie,Lipari,Sicilia,Italy
TV,1200,Diners,jure,Lipari,Sicilia,Italy
TV,1200,Amex,Elizabeth ,Bluffton                    ,SC,United States
TV,1200,Amex,Juliann,Winter Spgs                 ,FL,United States
TV,1200,Mastercard,Julie ,Chelmsford                  ,MA,United States
TV,1200,Mastercard,philippa katherine,Cabinteely,Dublin,Ireland
Laptop,3600,Mastercard,Anthony,Toronto,Ontario,Canada
TV,1200,Visa,matthew,Cincinnati                  ,OH,United States
TV,1200,Visa,Steven,Houston                     ,TX,United States
TV,1200,Amex,Angie,Rodeo                       ,CA,United States
TV,1200,Mastercard,Lauren,Poughkeepsie                ,NY,United States
TV,1200,Mastercard,Esther,Cincinnati                  ,OH,United States
TV,1200,Visa,Elizabeth,North Eastham               ,MA,United States
Laptop,3600,Visa,marie-louise,Sitka                       ,AK,United States
Laptop,3600,Mastercard,Tanya,Carcross,Yukon Territory,Canada
TV,1200,Mastercard,Detlev,Taby,Stockholm,Sweden
Laptop,3600,Visa,Stephen,Calgary,Alberta,Canada
TV,1200,Visa,Roza,Alcobendas,Madrid,Spain
Laptop,3600,Amex,John,Chicago                     ,IL,United States
TV,1200,Mastercard,paula,Sammamish                   ,WA,United States
TV,1200,Visa,Kathryn,Waiau Pa,Auckland,New Zealand
TV,1200,Mastercard,Isabelle,Ewa Beach                   ,HI,United States
TV,1200,Visa,Maureen,Statesville                 ,NC,United States
TV,1200,Visa,David,Kapaa                       ,HI,United States
TV,1200,Diners,caterina,Burbank                     ,CA,United States
Laptop,3600,Mastercard,Parth,Oegstgeest,Zuid-Holland,Netherlands
TV,1200,Visa,Alexia,Blackrock,Dublin,Ireland
Laptop,3600,Mastercard,Gloria Gail ,WalcProduct3ee,Tyrol,Austria
TV,1200,Visa,Gloria Gail ,Foxrock,Dublin,Ireland
Laptop,3600,Mastercard,Cheryl,Hilton Head                 ,SC,United States
Mobile,7500,Visa,Frank and Christelle,Valley Center               ,CA,United States
Laptop,3600,Mastercard,Triona,Swampscott                  ,MA,United States
TV,1200,Visa,Allison,Edinburgh,Scotland,United Kingdom
TV,1200,Diners,Phillip,San Antonio                 ,TX,United States
TV,1200,Visa,jingyan,Bristol                     ,RI,United States
Laptop,3600,Diners,clara,Perth,Western Australia,Australia
TV,1200,Mastercard,Selma,Greenville                  ,TX,United States
TV,1200,Visa,Doug and Tina,Pls Vrds Est                ,CA,United States
TV,1200,Visa,Lauren,Hradec Kralove,East Bohemia,Czech Republic
TV,1200,Visa,Jen,Maidstone,England,United Kingdom
TV,1200,Visa,gladys,Saint Albans,England,United Kingdom
TV,1200,Mastercard,Gustavo,Voluntari,Bucuresti,Romania
TV,1200,Visa,Erica,Nadur, ,Malta
TV,1200,Diners,Hale,Morrison                    ,CO,United States
TV,1200,Visa,Rosemary,Cobham,England,United Kingdom
TV,1200,Visa,Darian,Izmir,Izmir,Turkey
TV,1200,Mastercard,Kevin,Hollywood                   ,CA,United States
TV,1200,Visa,Alyssa,Brighton,England,United Kingdom
TV,1200,Visa,Hale,Hawera,Taranaki,New Zealand
TV,1200,Mastercard,KELI,Worongary,Queensland,Australia
TV,1200,Visa,Glen,Atlantida,Guatemala,Guatemala
TV,1200,Visa,T,El Escorial,Madrid,Spain
TV,1200,Visa,christal,Morrison                    ,CO,United States
TV,1200,Mastercard,Alex,Augusta                     ,GA,United States
Laptop,3600,Mastercard,Anke,Avalon,New South Wales,Australia
Laptop,3600,Mastercard,TRICIA,Sydney,New South Wales,Australia
TV,1200,Mastercard,smith,Lahti,Etela-Suomen Laani,Finland
TV,1200,Visa,Macy,Inner City,Vienna,Austria
TV,1200,Mastercard,Lesleigh,Baden,Aargau,Switzerland
Laptop,3600,Diners,esther,Huddersfield,England,United Kingdom
TV,1200,Visa,Hans-Joerg,Belfast,Northern Ireland,United Kingdom
Laptop,3600,Visa,Christiane,Black River,Black River,Mauritius
Mobile,7500,Amex,Pamela,Skaneateles                 ,NY,United States
TV,1200,Diners,julie,Haverhill,England,United Kingdom
TV,1200,Visa,Julia ,Madison                     ,WI,United States
